439,208
337,208
337,225
329,208
329,133
349,208
124,206
408,1
377,65
406,333
372,183
372,166
252,162
231,153
302,217
302,255
346,271
346,303
474,111
333,109
333,289
238,64
238,126
252,190
47,212
344,105
344,109
410,196
410,321
435,196
435,293
218,196
459,206
459,289
459,270
341,248
341,206
283,20
283,275
47,4
3,106
264,20
264,133
204,49
97,257
97,312
62,32
62,269
25,32
105,220
105,118
358,304
358,15
251,218
251,304
432,310
226,304
86,169
86,270
86,310
86,304
275,138
275,270
275,276
275,118
250,69
250,130
198,90
16,105
165,90
165,241
101,306
473,71
393,181
476,51
476,331
476,28
465,51
63,51
63,225
224,51
224,101
224,94
59,51
59,28
340,266
340,258
349,258
323,266
323,258
319,266
257,78
146,266
237,33
237,37
132,37
132,240
347,202
306,136
306,123
64,190
134,166
134,230
244,230
242,230
242,289
242,60
363,95
143,40
438,339
399,93
399,186
13,37
13,289
368,137
138,271
138,104
335,303
87,271
287,74
287,271
404,8
259,26
478,264
308,26
38,138
38,339
243,238
243,315
426,165
426,73
117,338
93,12
93,338
285,305
285,133
81,305
81,259
330,305
330,219
315,305
217,305
109,141
207,141
420,141
390,141
288,144
37,316
37,158
168,334
433,195
163,167
177,167
206,167
206,14
379,252
379,167
379,146
379,166
427,205
6,25
6,190
360,2
360,151
196,5
212,281
280,281
280,18
394,281
394,31
456,324
481,324
112,324
112,46
480,324
350,324
115,115
326,115
199,115
199,133
296,115
296,68
482,157
17,157
44,166
44,157
41,157
225,311
185,228
338,43
338,203
29,118
29,180
133,273
145,110
145,19
58,251
362,277
194,76
122,114
388,43
388,328
375,253
345,328
15,322
15,295
15,299
299,329
135,41
111,30
125,75
9,175
9,168
89,209
18,168
18,239
403,229
65,229
172,146
172,229
96,229
57,229
57,339
57,278
351,16
186,224
186,16
448,81
462,335
462,262
181,335
450,335
159,335
4,335
4,173
4,133
20,158
240,89
205,89
205,87
205,223
405,186
31,89
381,227
54,227
300,57
445,48
445,86
278,48
36,48
95,7
95,48
266,207
232,9
118,313
378,250
378,317
378,302
284,296
284,302
309,91
261,208
261,158
127,56
127,187
127,13
215,29
215,67
66,318
5,235
417,58
131,58
33,58
353,99
353,270
353,263
91,99
79,312
79,53
422,99
222,112
348,112
102,112
391,112
291,112
291,258
269,88
324,73
324,146
53,120
53,312
53,73
210,178
301,283
412,37
311,28
167,193
167,185
247,332
247,210
247,259
247,292
401,210
401,146
234,210
211,210
423,210
74,147
19,308
19,294
19,147
1,294
1,252
56,325
56,28
56,262
436,325
436,11
273,325
441,107
441,325
236,325
82,38
82,135
23,38
23,45
128,67
128,38
155,38
155,331
492,38
88,145
455,321
256,327
437,204
452,326
334,68
334,152
402,199
453,298
453,82
488,242
76,43
387,43
68,35
68,3
486,53
486,43
61,233
7,124
7,37
464,124
170,190
92,265
92,270
356,265
454,265
316,155
316,173
483,128
100,279
228,158
494,323
279,154
328,244
328,259
203,244
366,244
366,225
183,244
183,133
239,244
32,61
371,61
371,258
371,278
292,61
292,337
310,54
310,61
121,318
121,142
187,142
213,249
475,318
73,258
73,177
227,177
227,289
495,83
495,72
184,172
69,318
298,318
298,173
27,159
27,211
440,93
440,267
493,164
160,126
407,164
179,118
77,97
77,328
418,97
418,232
343,97
113,285
142,70
70,70
383,146
383,318
317,318
317,258
265,39
265,133
158,39
158,213
229,39
268,39
424,307
424,258
188,307
188,146
108,307
108,258
451,307
451,259
320,307
320,225
447,267
241,297
241,93
446,63
52,309
463,309
277,173
277,309
297,309
321,309
281,284
267,206
370,284
370,24
449,284
449,336
376,284
223,163
271,236
332,156
114,156
114,158
176,156
258,77
245,77
245,278
303,77
331,77
331,28
106,270
106,37
430,173
313,173
416,132
416,133
431,166
431,96
2,96
67,96
67,79
471,96
30,96
30,252
318,176
282,176
318,127
253,176
425,176
103,268
139,125
26,125
249,108
487,125
270,148
221,148
178,148
110,148
380,148
497,17
150,17
150,319
472,17
472,133
123,17
123,225
104,17
104,146
443,62
398,62
398,28
120,161
312,161
389,220
389,117
14,117
14,101
361,117
361,28
14,197
477,117
477,101
342,117
189,47
50,47
50,118
189,158
141,37
364,113
195,47
141,47
362,277
10,79
276,79
248,191
276,50
294,304
429,304
429,133
149,304
220,44
154,44
200,44
151,44
190,44
460,52
444,178
365,190
72,55
72,312
336,182
336,272
126,55
255,55
295,55
295,255
305,61
305,286
171,286
208,286
208,133
442,286
233,286
49,139
51,139
491,139
254,139
359,280
201,116
489,237
489,289
116,237
116,28
304,237
385,174
